,lien_http,note,Nb_votes,Nb_carnets,Titre,Temps,Niveau,eco,nb_part,ingrédients,recettes,recettes_nettoyees,cal_recette,cal_par_portion,tps_course_affichage,tps_marche_affichage,tps_velo_affichage,tps_course_min,tps_marche_min,tps_velo_min
75,https://www.marmiton.org/recettes/recette_salade-de-noel_42728.aspx,4.8,38.0,16000.0,Salade de Noël,15 min,très facile,assez cher,1.0,"['1 salade (mâche, laitue)', '1 tranche de Foie gras', '1 tranche de saumon fumé', '1 tranche de jambon fumé', ""1 tranche de pain d'épices"", '3 fines tranches de pomme', 'Cerneau de noix', 'Pignons de pin', '2 grains de raisin', '2 tomates cerise', ""3 cuillères à soupe d'huile de tournesol"", '2 cuillères à café de moutarde', '3 cuillères à soupe de vinaigre de framboise', 'Poivre', 'Sel', '2 cuillères à café de miel']","{'laitue': [1.0, 'unite'], 'foie gras': [1.0, 'unite'], 'saumon fumé': [1.0, 'unite'], 'jambon fumé': [1.0, 'unite'], 'pomme': [3.0, 'unite'], 'noix': [1, 'unite'], 'pignons': [1, 'unite'], 'raisin': [2.0, 'unite'], 'tomate': [2.0, 'unite'], 'huile de tournesol': [3.0, 'unite'], 'moutarde': [2.0, 'unite'], 'vinaigre': [3.0, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite'], 'café': [2.0, 'unite']}","{'laitue': [1.0, 'unite'], 'foie gras': [1.0, 'unite'], 'saumon fumé': [1.0, 'unite'], 'jambon fumé': [1.0, 'unite'], 'pomme': [3.0, 'unite'], 'noix': [1, 'unite'], 'pignons': [1, 'unite'], 'raisin': [2.0, 'unite'], 'tomate': [2.0, 'unite'], 'huile de tournesol': [3.0, 'unite'], 'moutarde': [2.0, 'unite'], 'vinaigre': [3.0, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite'], 'café': [2.0, 'unite']}",2912.54,2912.54,5h23,16h10,9h42,323,970,582
76,https://www.marmiton.org/recettes/recette_fromage-blanc-d-hiver_222814.aspx,5.0,1.0,44.0,Fromage blanc d'hiver,10 min,facile,bon marché,2.0,"['250 g de fromage blanc', ""1 cuillère à soupe de sirop d'érable"", '2 pruneaux', '2 abricots secs', '2 noix (Selon les envies, ajouter des raisins secs, figues, dattes...)']","{'fromage blanc': [250.0, 'g'], 'pruneaux': [2.0, 'unite'], 'abricots secs': [2.0, 'unite'], 'raisins secs': [2.0, 'unite']}","{'fromage blanc': [250.0, 'g'], 'pruneaux': [2.0, 'unite'], 'abricots secs': [2.0, 'unite'], 'raisins secs': [2.0, 'unite']}",2269.42,1134.71,2h6,6h18,3h46,126,378,226
77,https://www.marmiton.org/recettes/recette_soupe-soleil-d-hiver_46779.aspx,4.0,1.0,76.0,Soupe soleil d'hiver,40 min,très facile,bon marché,4.0,"['2 oignons', '1 grosse boîte de tomates pelées ou 500g de coulis de tomates', ""2 gousses d'ail (selon les goûts)"", '3 pommes de terre moyennes', '2 filets de poulet', '1 bouillon cube', '2 cuillères à soupe de persil', '1 feuille de laurier', 'Thym', 'Romarin', 'Sarriette', ""Huile d'olive""]","{'oignon': [2.0, 'unite'], 'tomate': [1.0, 'unite'], 'sel': [2.0, 'unite'], 'pomme': [3.0, 'unite'], 'poulet': [2.0, 'unite'], 'bouillon': [1.0, 'unite'], 'persil': [2.0, 'unite'], 'thym': [1, 'unite'], 'romarin': [1, 'unite']}","{'oignon': [2.0, 'unite'], 'tomate': [1.0, 'unite'], 'sel': [2.0, 'unite'], 'pomme': [3.0, 'unite'], 'poulet': [2.0, 'unite'], 'bouillon': [1.0, 'unite'], 'persil': [2.0, 'unite'], 'thym': [1, 'unite'], 'romarin': [1, 'unite']}",1847.5430000000003,461.8857500000001,51 min,2h33,1h32,51,153,92
78,https://www.marmiton.org/recettes/recette_petits-sables-de-noel_232539.aspx,4.7,66.0,3700.0,Petits sablés de Noël,40 min,très facile,bon marché,40.0,"[""125 g d'amandes moulues"", '125 g de beurre mou', '125 g de sucre glace', '1 sachet de sucre vanillé', '2 cuillères à café de cannelle', '1 pincée de sel', '2 oeufs', '300 g de farine']","{'amandes': [125.0, 'g'], 'beurre': [125.0, 'g'], 'sucre glace': [125.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'cannelle': [2.0, 'unite'], 'sel': [1, 'g'], 'oeuf': [2.0, 'unite'], 'farine': [300.0, 'g']}","{'amandes': [125.0, 'g'], 'beurre': [125.0, 'g'], 'sucre glace': [125.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'cannelle': [2.0, 'unite'], 'sel': [1, 'g'], 'oeuf': [2.0, 'unite'], 'farine': [300.0, 'g']}",3396.7159999999994,84.91789999999999,9 min,28 min,16 min,9,28,16
79,https://www.marmiton.org/recettes/recette_soupe-soleil-d-hiver_46779.aspx,4.0,1.0,76.0,Soupe soleil d'hiver,40 min,très facile,bon marché,4.0,"['2 oignons', '1 grosse boîte de tomates pelées ou 500g de coulis de tomates', ""2 gousses d'ail (selon les goûts)"", '3 pommes de terre moyennes', '2 filets de poulet', '1 bouillon cube', '2 cuillères à soupe de persil', '1 feuille de laurier', 'Thym', 'Romarin', 'Sarriette', ""Huile d'olive""]","{'oignon': [2.0, 'unite'], 'tomate': [1.0, 'unite'], 'sel': [2.0, 'unite'], 'pomme': [3.0, 'unite'], 'poulet': [2.0, 'unite'], 'bouillon': [1.0, 'unite'], 'persil': [2.0, 'unite'], 'thym': [1, 'unite'], 'romarin': [1, 'unite']}","{'oignon': [2.0, 'unite'], 'tomate': [1.0, 'unite'], 'sel': [2.0, 'unite'], 'pomme': [3.0, 'unite'], 'poulet': [2.0, 'unite'], 'bouillon': [1.0, 'unite'], 'persil': [2.0, 'unite'], 'thym': [1, 'unite'], 'romarin': [1, 'unite']}",1847.5430000000003,461.8857500000001,51 min,2h33,1h32,51,153,92
80,https://www.marmiton.org/recettes/recette_pennes-d-hiver_84735.aspx,5.0,3.0,188.0,Pennes d'hiver,40 min,très facile,bon marché,4.0,"['1 pomme de terre', '1 navet', '1 betterave', '1 oignon', '250 g de penne', 'Romarin', '300 g de parmesan', 'Beurre', 'Poivre', 'Sel', 'Huile', '1 cube de bouillon de légumes']","{'pomme de terre': [1.0, 'unite'], 'betterave': [1.0, 'unite'], 'oignon': [1.0, 'unite'], 'penne': [250.0, 'g'], 'romarin': [1, 'unite'], 'parmesan': [300.0, 'g'], 'beurre': [1, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite'], 'bouillon de légumes': [1.0, 'unite']}","{'pomme de terre': [1.0, 'unite'], 'betterave': [1.0, 'unite'], 'oignon': [1.0, 'unite'], 'penne': [250.0, 'g'], 'romarin': [1, 'unite'], 'parmesan': [300.0, 'g'], 'beurre': [1, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite'], 'bouillon de légumes': [1.0, 'unite']}",2531.7709999999997,632.9427499999999,1h10,3h30,2h6,70,210,126
81,https://www.marmiton.org/recettes/recette_petits-sables-de-noel_232539.aspx,4.7,66.0,3700.0,Petits sablés de Noël,40 min,très facile,bon marché,40.0,"[""125 g d'amandes moulues"", '125 g de beurre mou', '125 g de sucre glace', '1 sachet de sucre vanillé', '2 cuillères à café de cannelle', '1 pincée de sel', '2 oeufs', '300 g de farine']","{'amandes': [125.0, 'g'], 'beurre': [125.0, 'g'], 'sucre glace': [125.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'cannelle': [2.0, 'unite'], 'sel': [1, 'g'], 'oeuf': [2.0, 'unite'], 'farine': [300.0, 'g']}","{'amandes': [125.0, 'g'], 'beurre': [125.0, 'g'], 'sucre glace': [125.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'cannelle': [2.0, 'unite'], 'sel': [1, 'g'], 'oeuf': [2.0, 'unite'], 'farine': [300.0, 'g']}",3396.7159999999994,84.91789999999999,9 min,28 min,16 min,9,28,16
82,https://www.marmiton.org/recettes/recette_galette-saucisse_528018.aspx,3.0,1.0,0.0,Galette saucisse,10 min,très facile,bon marché,4.0,"['4 galettes (bretonnes)', '4 saucisses de Bretagne']","{'galette': [4.0, 'unite'], 'saucisse': [4.0, 'unite']}","{'galette': [4.0, 'unite'], 'saucisse': [4.0, 'unite']}",769.2,192.3,21 min,1h4,38 min,21,64,38
83,https://www.marmiton.org/recettes/recette_biscuit-d-hiver_172448.aspx,0.0,0.0,56.0,biscuit d'hiver,1 h,très facile,bon marché,6.0,"['4 oeufs', '150 g de sucre en poudre', ""100 g de farine -- 1 cuil à café d'extrait de vanille bourbon"", 'zeste de citron vert', '1/2 cuillère à café de cannelle moulue']","{'oeuf': [4.0, 'unite'], 'sucre': [150.0, 'g'], 'extrait de vanille': [100.0, 'g'], 'citron': [1, 'unite'], 'cannelle': [10.0, 'g']}","{'oeuf': [4.0, 'unite'], 'sucre': [150.0, 'g'], 'extrait de vanille': [100.0, 'g'], 'citron': [1, 'unite'], 'cannelle': [10.0, 'g']}",1329.42,221.57000000000002,24 min,1h13,44 min,24,73,44
84,https://www.marmiton.org/recettes/recette_la-pate-a-galettes-de-ble-noir-traditionnelle_35351.aspx,4.5,200.0,15000.0,La pâte à galettes de blé noir traditionnelle,20 min,facile,bon marché,10.0,"['330 g de farine de blé noir', '10 g de gros sel', ""75 cl d'eau froide"", '1 oeuf']","{'farine': [330.0, 'g'], 'sel': [10.0, 'g'], 'eau': [750.0, 'g'], 'oeuf': [1.0, 'unite']}","{'farine': [330.0, 'g'], 'sel': [10.0, 'g'], 'eau': [750.0, 'g'], 'oeuf': [1.0, 'unite']}",1297.8,129.78,14 min,43 min,25 min,14,43,25
85,https://www.marmiton.org/recettes/recette_galettes-bretonnes_12748.aspx,3.7,35.0,19000.0,Galettes bretonnes,55 min,très facile,bon marché,20.0,"['250 g de farine', '100 g de sucre', '1 sachet de sucre vanillé', '60 g de beurre', '3 cuillères à soupe de lait', '1 oeuf', '1 pincée de sel', '1 pincée de cannelle en poudre(en option)', ""1 jaune d'oeuf (pour dorer)""]","{'farine': [250.0, 'g'], 'sucre': [100.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'beurre': [60.0, 'g'], 'lait': [3.0, 'unite'], 'oeuf': [1.0, 'unite'], 'sel': [1, 'g'], 'cannelle en poudre': [1, 'g'], 'oeuf2': [1.0, 'unite']}","{'farine': [250.0, 'g'], 'sucre': [100.0, 'g'], 'sucre vanillé': [7.0, 'g'], 'beurre': [60.0, 'g'], 'lait': [3.0, 'unite'], 'oeuf': [1.0, 'unite'], 'sel': [1, 'g'], 'cannelle en poudre': [1, 'g'], 'oeuf2': [1.0, 'unite']}",2418.18,120.90899999999999,13 min,40 min,24 min,13,40,24
86,https://www.marmiton.org/recettes/recette_gratin-d-hiver-rapide_65648.aspx,4.0,1.0,111.0,Gratin d'hiver rapide,40 min,très facile,bon marché,4.0,"['4 pommes de terre', '2 topinambours', '1 navet', '20 cl de crème fraîche', 'Poivre et sel']","{'pomme': [4.0, 'unite'], 'topinambour': [2.0, 'unite'], 'crème fraîche': [200.0, 'g'], 'poivre': [1, 'unite']}","{'pomme': [4.0, 'unite'], 'topinambour': [2.0, 'unite'], 'crème fraîche': [200.0, 'g'], 'poivre': [1, 'unite']}",1425.5839999999998,356.39599999999996,39 min,1h58,1h11,39,118,71
87,https://www.marmiton.org/recettes/recette_milkshake-gourmand-d-hiver_382992.aspx,0.0,0.0,0.0,Milkshake gourmand d’hiver,20 min,facile,Coût moyen,2.0,"['15 cl de lait (végétal ou animal)', '3 boules de sorbet mangue', '2 fruits de la passion', '1/2 ananas', '1 mangue', '150 g de chocolat au lait', '200 ml de crème liquide entière bien froide', ""1 poignée d'amandes effilées"", '2 biscuits secs en brisures']","{'lait': [150.0, 'g'], 'mangue': [3.0, 'unite'], 'ananas': [1, 'unite'], 'mangue2': [1.0, 'unite'], 'chocolat au lait': [150.0, 'g'], 'crème liquide': [200.0, 'g'], 'amandes': [30.0, 'g'], 'biscuit': [2.0, 'unite']}","{'lait': [150.0, 'g'], 'mangue': [3.0, 'unite'], 'ananas': [1, 'unite'], 'mangue2': [1.0, 'unite'], 'chocolat au lait': [150.0, 'g'], 'crème liquide': [200.0, 'g'], 'amandes': [30.0, 'g'], 'biscuit': [2.0, 'unite']}",2280.64,1140.32,2h6,6h20,3h48,126,380,228
88,https://www.marmiton.org/recettes/recette_galettes-d-epinards_20425.aspx,4.0,20.0,13000.0,Galettes d'épinards,35 min,facile,Coût moyen,2.0,"[""500 g d'épinards en branche"", '50 g de beurre', '35 g de farine', '2 oeufs', '2 fines tranches de jambon', ""3 cuillères à soupe d'huile"", 'Muscade', 'Poivre', 'Sel']","{'épinards': [500.0, 'g'], 'beurre': [50.0, 'g'], 'farine': [35.0, 'g'], 'oeuf': [2.0, 'unite'], 'jambon': [2.0, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite']}","{'épinards': [500.0, 'g'], 'beurre': [50.0, 'g'], 'farine': [35.0, 'g'], 'oeuf': [2.0, 'unite'], 'jambon': [2.0, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite']}",868.324,434.162,48 min,2h24,1h26,48,144,86
89,https://www.marmiton.org/recettes/recette_buche-de-noel-aux-fruits-et-mascarpone_65657.aspx,4.7,184.0,16000.0,Bûche de Noël aux fruits et mascarpone,4h05,facile,Coût moyen,6.0,"['4 oeufs', '125 g de farine', '100 g de sucre en poudre', '2 sachets de sucre vanillé', '1 cuillère à café de levure chimique', 'Sirop de fruits', 'Rhum', '200 g de mascarpone', '450 g de fruits (frais ou surgelés!)', '2 cuillères à soupe de sucre en poudre', '300 g de mascarpone', '3 cuillères à café de sucre glace', '2 cuillères à café de vanille liquide']","{'oeuf': [4.0, 'unite'], 'farine': [125.0, 'g'], 'sucre': [100.0, 'g'], 'sucre vanillé': [2.0, 'unite'], 'levure chimique': [10.0, 'g'], 'rhum': [1, 'unite'], 'mascarpone': [200.0, 'g'], 'sucre2': [2.0, 'unite'], 'mascarpone2': [300.0, 'g'], 'sucre glace': [3.0, 'unite'], 'café': [2.0, 'unite']}","{'oeuf': [4.0, 'unite'], 'farine': [125.0, 'g'], 'sucre': [100.0, 'g'], 'sucre vanillé': [2.0, 'unite'], 'levure chimique': [10.0, 'g'], 'rhum': [1, 'unite'], 'mascarpone': [200.0, 'g'], 'sucre2': [2.0, 'unite'], 'mascarpone2': [300.0, 'g'], 'sucre glace': [3.0, 'unite'], 'café': [2.0, 'unite']}",5070.516,845.0859999999999,1h33,4h41,2h49,93,281,169
90,https://www.marmiton.org/recettes/recette_chapon-farci-de-noel_43584.aspx,4.8,61.0,11000.0,Chapon farci de Noel,2h38,difficile,assez cher,8.0,"[""1 chapon d'environ 3 kg"", '1 botte de persil', '1 échalote', ""1 gousse d'ail"", '1 grosse poignée de pain', '15 cl de lait', ""200 g d'épinards frais"", '50 g de Foie gras mi-cuit', '1 oeuf entier', 'Foie du chapon ou 100 g de foie de lapin (ou de volailles)', 'Poivre du moulin', 'Sel', 'Huile', 'Beurre']","{'chapon': [1.0, 'unite'], 'persil': [1.0, 'unite'], 'ail': [4.0, 'g'], 'lait': [150.0, 'g'], 'épinards': [200.0, 'g'], 'foie gras': [50.0, 'g'], 'oeuf': [1.0, 'unite'], 'chapon2': [1, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite'], 'beurre': [1, 'unite']}","{'chapon': [1.0, 'unite'], 'persil': [1.0, 'unite'], 'ail': [4.0, 'g'], 'lait': [150.0, 'g'], 'épinards': [200.0, 'g'], 'foie gras': [50.0, 'g'], 'oeuf': [1.0, 'unite'], 'chapon2': [1, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite'], 'beurre': [1, 'unite']}",7089.392,886.174,1h38,4h55,2h57,98,295,177
91,https://www.marmiton.org/recettes/recette_gateau-des-rois_29234.aspx,4.7,15.0,777.0,Galette des Rois,45 min,très facile,bon marché,6.0,"['2 rouleaux de pâte feuilletée', ""120 g d'amandes en poudre"", '80 g de sucre semoule', '60 g de beurre', '3 oeufs', '2 sachets de sucre vanillé', '2 cuillères à café de rhum (selon les goûts)', '1 fève']","{'pâte feuilletée': [2.0, 'unite'], 'amandes': [120.0, 'g'], 'semoule': [80.0, 'g'], 'beurre': [60.0, 'g'], 'oeuf': [3.0, 'unite'], 'sucre vanillé': [2.0, 'unite'], 'rhum': [2.0, 'unite']}","{'pâte feuilletée': [2.0, 'unite'], 'amandes': [120.0, 'g'], 'semoule': [80.0, 'g'], 'beurre': [60.0, 'g'], 'oeuf': [3.0, 'unite'], 'sucre vanillé': [2.0, 'unite'], 'rhum': [2.0, 'unite']}",4591.216,765.2026666666667,1h25,4h15,2h33,85,255,153
92,https://www.marmiton.org/recettes/recette_compote-de-noel_84112.aspx,4.3,21.0,6300.0,Compote de Noël,1h15,très facile,bon marché,6.0,"['1.6 kg de pomme', '6 clémentines', '60 g de sucre', ""20 cl d'eau"", ""1 cuillère à café d'épices moi j'ai utilisé un mélange pour pain d'épice à base de badiane, cannelle, anis, girofle, cardamome, muscade... Mais on peut aussi utilisé du 4 épices ou simplement faire un mélange maison avec de la cannelle et de la muscade.""]","{'pomme': [1600.0, 'g'], 'clémentine': [6.0, 'unite'], 'sucre': [60.0, 'g'], 'eau': [200.0, 'g'], 'cannelle': [10.0, 'g']}","{'pomme': [1600.0, 'g'], 'clémentine': [6.0, 'unite'], 'sucre': [60.0, 'g'], 'eau': [200.0, 'g'], 'cannelle': [10.0, 'g']}",1310.78,218.46333333333334,24 min,1h12,43 min,24,72,43
93,https://www.marmiton.org/recettes/recette_biscuits-sables-decores_221974.aspx,4.2,49.0,3700.0,Biscuits sablés de Noël,40 min,facile,bon marché,16.0,"['250 g de farine', '90 g de sucre en poudre', '2 sachets de sucre vanillé', '1/2 sachet de levure', '150 g de beurre', '1 oeuf entier + 1 jaune d’œuf', '1 pincée de sel', 'Cannelle (facultatif)', '125 g de sucre glace', ""1 blanc d'oeuf"", '3 gouttes de jus de citron', 'Colorant alimentaires']","{'farine': [250.0, 'g'], 'sucre': [90.0, 'g'], 'sucre vanillé': [2.0, 'unite'], 'beurre': [150.0, 'g'], 'oeuf': [1.0, 'unite'], 'sel': [1, 'g'], 'cannelle': [1, 'unite'], 'sucre glace': [125.0, 'g'], 'oeuf2': [1.0, 'unite'], 'jus de citron': [3.0, 'unite'], 'lime': [1, 'unite']}","{'farine': [250.0, 'g'], 'sucre': [90.0, 'g'], 'sucre vanillé': [2.0, 'unite'], 'beurre': [150.0, 'g'], 'oeuf': [1.0, 'unite'], 'sel': [1, 'g'], 'cannelle': [1, 'unite'], 'sucre glace': [125.0, 'g'], 'oeuf2': [1.0, 'unite'], 'jus de citron': [3.0, 'unite'], 'lime': [1, 'unite']}",3724.2989999999995,232.76868749999997,25 min,1h17,46 min,25,77,46
94,https://www.marmiton.org/recettes/recette_petits-sables-de-noel-decores_26205.aspx,4.5,60.0,5100.0,Petits sablés de Noël décorés,50 min,facile,bon marché,8.0,"[""1 jaune d'oeuf (garder le blanc)"", '1 cuillère à soupe de lait', '60 g de sucre en poudre', '125 g de farine', '60 g de beurre', ""1 blanc d'oeuf (ou jus de citron, orange)"", '100 g de sucre glace', 'Colorant alimentaires']","{'oeuf': [1.0, 'unite'], 'lait': [10.0, 'g'], 'sucre': [60.0, 'g'], 'farine': [125.0, 'g'], 'beurre': [60.0, 'g'], 'jus de citron': [1.0, 'unite'], 'sucre glace': [100.0, 'g'], 'lime': [1, 'unite']}","{'oeuf': [1.0, 'unite'], 'lait': [10.0, 'g'], 'sucre': [60.0, 'g'], 'farine': [125.0, 'g'], 'beurre': [60.0, 'g'], 'jus de citron': [1.0, 'unite'], 'sucre glace': [100.0, 'g'], 'lime': [1, 'unite']}",1854.1999999999998,231.77499999999998,25 min,1h17,46 min,25,77,46
95,https://www.marmiton.org/recettes/recette_muffins-de-noel_313501.aspx,5.0,1.0,500.0,Muffins de Noël,25 min,facile,bon marché,4.0,"['175 g de farine', '100 g de sucre', '1 oeuf', '10 cl de lait', '50 g de beurre', '3 cuillères à café de thé de Noël (Esprit de Noël Mariage Frères ou autre)', '1/2 sachet de levure']","{'farine': [175.0, 'g'], 'sucre': [100.0, 'g'], 'oeuf': [1.0, 'unite'], 'lait': [100.0, 'g'], 'beurre': [50.0, 'g'], 'café': [3.0, 'unite']}","{'farine': [175.0, 'g'], 'sucre': [100.0, 'g'], 'oeuf': [1.0, 'unite'], 'lait': [100.0, 'g'], 'beurre': [50.0, 'g'], 'café': [3.0, 'unite']}",1570.7099999999998,392.67749999999995,43 min,2h10,1h18,43,130,78
96,https://www.marmiton.org/recettes/recette_galettes-de-carottes-au-fromage_14969.aspx,4.7,100.0,6400.0,Galettes de carottes au fromage,40 min,très facile,bon marché,4.0,"['3 oeufs', '10 cl de crème liquide', '50 g de farine', '250 g de carotte râpées', '100 g de gruyère râpé']","{'oeuf': [3.0, 'unite'], 'crème liquide': [100.0, 'g'], 'farine': [50.0, 'g'], 'carotte': [250.0, 'g']}","{'oeuf': [3.0, 'unite'], 'crème liquide': [100.0, 'g'], 'farine': [50.0, 'g'], 'carotte': [250.0, 'g']}",737.3,184.325,20 min,1h1,36 min,20,61,36
97,https://www.marmiton.org/recettes/recette_verrines-de-noel_84683.aspx,4.8,13.0,3300.0,Verrines de Noël,25 min,facile,Coût moyen,6.0,"['250 g de mascarpone', '2 cuillères à soupe de miel', '6 marrons glacés', '6 boudoirs', '6 cuillères à soupe de crème de marron', '1 cuillère à soupe de rhum', '1 oeuf']","{'mascarpone': [250.0, 'g'], 'miel': [2.0, 'unite'], 'marron': [6.0, 'unite'], 'marron2': [6.0, 'unite'], 'rhum': [10.0, 'g'], 'oeuf': [1.0, 'unite']}","{'mascarpone': [250.0, 'g'], 'miel': [2.0, 'unite'], 'marron': [6.0, 'unite'], 'marron2': [6.0, 'unite'], 'rhum': [10.0, 'g'], 'oeuf': [1.0, 'unite']}",3892.38,648.73,1h12,3h36,2h9,72,216,129
98,https://www.marmiton.org/recettes/recette_schabavari-de-noel_232453.aspx,0.0,0.0,62.0,Schabavari de Noël,3 h,Niveau moyen,bon marché,8.0,"['1 chou chinois', '4 courgettes', '2 brocolis', '4 carottes violettes', '2 carottes oranges', '5 pommes de terre moyennes', '2 blanc de dinde farcis', '8 blanc de poulet', 'Poivre', 'Sel', ""4 cuillères à soupe d'épices massalé ou colombo"", 'Herbes de Provence', 'Martini blanc']","{'chou chinois': [1.0, 'unite'], 'courgette': [4.0, 'unite'], 'brocoli': [2.0, 'unite'], 'carotte': [4.0, 'unite'], 'carotte2': [2.0, 'unite'], 'pomme': [5.0, 'unite'], 'blanc de dinde': [2.0, 'unite'], 'blanc de poulet': [8.0, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite']}","{'chou chinois': [1.0, 'unite'], 'courgette': [4.0, 'unite'], 'brocoli': [2.0, 'unite'], 'carotte': [4.0, 'unite'], 'carotte2': [2.0, 'unite'], 'pomme': [5.0, 'unite'], 'blanc de dinde': [2.0, 'unite'], 'blanc de poulet': [8.0, 'unite'], 'poivre': [1, 'unite'], 'sel': [1, 'unite']}",2279.924,284.9905,31 min,1h34,56 min,31,94,56
99,https://www.marmiton.org/recettes/recette_galette-rapide_11991.aspx,3.9,8.0,273.0,Galette rapide,20 min,très facile,bon marché,6.0,"['3 oeufs', '4 cuillères à soupe de farine', 'Lait', 'Vanille liquide', 'Sucre', 'Beurre']","{'oeuf': [3.0, 'unite'], 'farine': [4.0, 'unite'], 'lait': [1, 'unite'], 'sucre': [1, 'unite'], 'beurre': [1, 'unite']}","{'oeuf': [3.0, 'unite'], 'farine': [4.0, 'unite'], 'lait': [1, 'unite'], 'sucre': [1, 'unite'], 'beurre': [1, 'unite']}",2314.29,385.715,42 min,2h8,1h17,42,128,77
100,https://www.marmiton.org/recettes/recette_galette-algerienne_323660.aspx,4.4,7.0,1100.0,Galette algérienne,30 min,facile,bon marché,4.0,"['500 g de semoule (ne pas confondre avec le couscous)', ""2 cuillères à soupe d'huile d'olive"", '1 cuillère à café rase de sel', '1.5 cuillère à café de levure de boulanger']","{'couscous': [500.0, 'g'], 'café': [10.0, 'g'], 'café2': [15.0, 'g']}","{'couscous': [500.0, 'g'], 'café': [10.0, 'g'], 'café2': [15.0, 'g']}",605.25,151.3125,16 min,50 min,30 min,16,50,30
101,https://www.marmiton.org/recettes/recette_galettes-a-conserver_225179.aspx,5.0,4.0,398.0,Galettes à conserver,3h15,facile,bon marché,65.0,"['1 kg de farine fermentante', '750 g de beurre doux non salé mou', '750 g de sucre fin', '12 oeufs', '1 petite boîte de lait concentré non sucré']","{'farine': [1000.0, 'g'], 'beurre doux': [750.0, 'g'], 'sucre': [750.0, 'g'], 'oeuf': [12.0, 'unite'], 'lait concentré non sucré': [1.0, 'unite']}","{'farine': [1000.0, 'g'], 'beurre doux': [750.0, 'g'], 'sucre': [750.0, 'g'], 'oeuf': [12.0, 'unite'], 'lait concentré non sucré': [1.0, 'unite']}",13581.880000000001,208.95200000000003,23 min,1h9,41 min,23,69,41
102,https://www.marmiton.org/recettes/recette_salade-d-automne-hiver_173908.aspx,0.0,0.0,64.0,Salade d'automne et d'hiver,15 min,très facile,bon marché,4.0,"['2 carottes', '1 betterave de 200 g déjà cuite', '1 pomme', ""3 cuillères à soupe d'huile de tournesol"", '2 cuillères à soupe de vinaigre de cidre', 'Sel', 'Poivre']","{'carotte': [2.0, 'unite'], 'betterave': [1.0, 'unite'], 'pomme': [1.0, 'unite'], 'huile de tournesol': [3.0, 'unite'], 'vinaigre de cidre': [2.0, 'unite'], 'sel': [1, 'unite'], 'poivre': [1, 'unite']}","{'carotte': [2.0, 'unite'], 'betterave': [1.0, 'unite'], 'pomme': [1.0, 'unite'], 'huile de tournesol': [3.0, 'unite'], 'vinaigre de cidre': [2.0, 'unite'], 'sel': [1, 'unite'], 'poivre': [1, 'unite']}",563.4820000000001,140.87050000000002,15 min,46 min,28 min,15,46,28
103,https://www.marmiton.org/recettes/recette_galette-des-rois_20193.aspx,4.7,19.0,1600.0,Galette des rois,45 min,très facile,bon marché,8.0,"['100 g de beurre fondu', ""100 g de poudre d'amandes"", '80 g de sucre', '1 oeuf', ""1 jaune d'oeuf pour dorer"", ""1 cuillère à soupe de fleur d'oranger"", '2 grosses cuillères à soupe de crème fraîche', '2 rouleaux de pâte feuilletée']","{'beurre': [100.0, 'g'], 'amandes': [100.0, 'g'], 'sucre': [80.0, 'g'], 'oeuf': [1.0, 'unite'], 'oeuf2': [1.0, 'unite'], 'orange': [10.0, 'g'], 'crème fraîche': [2.0, 'unite'], 'pâte feuilletée': [2.0, 'unite']}","{'beurre': [100.0, 'g'], 'amandes': [100.0, 'g'], 'sucre': [80.0, 'g'], 'oeuf': [1.0, 'unite'], 'oeuf2': [1.0, 'unite'], 'orange': [10.0, 'g'], 'crème fraîche': [2.0, 'unite'], 'pâte feuilletée': [2.0, 'unite']}",4618.34,577.2925,1h4,3h12,1h55,64,192,115
104,https://www.marmiton.org/recettes/recette_galettes-de-mais_16489.aspx,2.7,3.0,106.0,Galettes de maïs,40 min,très facile,bon marché,2.0,"['300 g de maïs en conserve', '2 oeufs', '50 g de gruyère', '1 dl de crème', '1 ciboulette']","{'maïs': [300.0, 'g'], 'oeuf': [2.0, 'unite'], 'crème': [100.0, 'g'], 'ciboulette': [1.0, 'unite']}","{'maïs': [300.0, 'g'], 'oeuf': [2.0, 'unite'], 'crème': [100.0, 'g'], 'ciboulette': [1.0, 'unite']}",1531.1000000000001,765.5500000000001,1h25,4h15,2h33,85,255,153
